NUL	INT	INT	NUL	INT	INT	INT	INT	INT	STRARR	INT	INT	INT	INTARR	INTARR	INT	INT	INT	NUL	INT	INTARR2	INTARR2	INTARR2	INTARR2	INT	INT	INT	INTARR2	INT	STR	STR	BOOL	INT	INT	STR	INTARR2	INTARR2	MAP	MAP	MAP	MAP
10	9	2	Level10_9(精英)	109	1	2	1			56	805	300	2	10	1				1	[[7-7-1-4-1],[7-1-4-3-2],[7-3-1-3-2],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-1-4-2-2-3300-0-0],[7-2-1-1-1-720-0-0],[7-2-2-1-1-720-0-0],[7-2-3-1-1-720-0-0],[7-2-5-1-1-720-0-0],[7-2-6-1-1-720-0-0]	[9-16-1-1],[7-1-4-2],[7-2-1-1],[7-2-2-1],[7-2-3-1],[7-2-5-1],[7-2-6-1]	2051	12	600	[1281,21],[1271,13],[1276,4],[1286,4],[1266,4],[1267,1],[1272,1]	18300				5	0		[4]	[3]				
10	10	2	Level10_10(精英)	110	1	2	1			56	805	300	2	10	1				1	[[15-2-1-1-40],[7-1-4-3-2],[7-3-1-3-2],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-1-4-2-2-3300-0-0],[7-2-1-1-1-720-0-0],[7-2-2-1-1-720-0-0],[7-2-3-1-1-720-0-0],[7-2-5-1-1-720-0-0],[7-2-6-1-1-720-0-0]	[9-16-1-1],[7-1-4-2],[7-2-1-1],[7-2-2-1],[7-2-3-1],[7-2-5-1],[7-2-6-1]	2052	12	600	[1281,32],[1282,3],[1043,11],[1266,1],[1271,7],[1276,2],[1221,3],[1286,2],[1226,2]	18300				5	0		[4]	[3]				
10	11	2	Level10_11(精英)	111	1	2	1			57	805	300	2	10	1				1	[[15-2-1-1-40],[7-1-4-3-2],[7-3-1-3-2],[15-1-1-1-4000]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-1-4-2-2-3300-0-0],[7-2-1-1-1-720-0-0],[7-2-2-1-1-720-0-0],[7-2-3-1-1-720-0-0],[7-2-5-1-1-720-0-0],[7-2-6-1-1-720-0-0]	[9-16-1-1],[7-1-4-2],[7-2-1-1],[7-2-2-1],[7-2-3-1],[7-2-5-1],[7-2-6-1]	2053	12	600	[1281,19],[1043,5],[1226,3],[1276,3],[1266,2],[1271,5],[1286,3],[1277,2],[1221,3]	18600				5	0		[4]	[3]				
10	12	2	Level10_12(精英)	112	3	2	1			58	805	300	2	10	1				1	[[9-12-1-1-1],[7-1-4-3-2],[7-3-1-3-2],[15-1-1-1-4000],[16-1-1-1-1],[16-1-2-1-1]]	[15-1-1-1-2000-10000]	[9-16-1-1-1-2400-0-0],[7-1-4-2-2-3300-0-0],[7-2-1-1-1-720-0-0],[7-2-2-1-1-720-0-0],[7-2-3-1-1-720-0-0],[7-2-5-1-1-720-0-0],[7-2-6-1-1-720-0-0]	[9-16-1-1],[7-1-4-2],[7-2-1-1],[7-2-2-1],[7-2-3-1],[7-2-5-1],[7-2-6-1]	2054	12	600	[1044,1]	18800	Npc/icon_boss_002.png	Npc/image_boss_02.png		5	0		[3]	[4]				
10	1	3	Level10_1(挑战)	101	1	1	1			69	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[952,36],[1102,2],[1101,5],[1006,3],[1162,14],[1106,4],[1111,1]	21000				5	0	[202110190800]	[0]	[1]	[MonsterBuff:{15013L2}]	[MonsterBuff:{15011L3}]	[ForbiddenRole:{2}]	
10	2	3	Level10_2(挑战)	102	1	1	1			69	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[952,30],[1117,2],[1007,3],[1162,18],[1121,2],[1101,2],[953,5],[1116,1],[1005,2]	21000				5	0		[0]	[1]	[MonsterBuff:{15013L2}]	[MonsterBuff:{15011L3}]	[ForbiddenRole:{2}]	
10	3	3	Level10_3(挑战)	103	1	1	1			70	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1156,33],[1043,13],[961,5],[1226,1],[970,2],[1151,28],[950,4],[951,2],[949,2]	21000				5	0		[2]	[0]	[MonsterBuff:{15013L2}]	[MonsterBuff:{15011L3}]	[ForbiddenRole:{2}]	
10	4	3	Level10_4(挑战)	104	1	1	1			70	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1156,14],[1226,4],[1151,10],[1246,5],[1241,1],[1043,13],[1227,2],[1256,10],[1216,2],[1221,3],[961,1]	21000				5	0		[2]	[0]	[MonsterBuff:{15013L2}]	[TeamBuff:{612L3}]	[TeamBuff:{15014L2}]	
10	5	3	Level10_5(挑战)	105	1	1	1			71	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1262,1],[1252,1],[953,2],[954,2],[950,1],[1241,4],[1261,8],[1246,10],[1251,5],[1256,23]	21000				5	0		[3]	[4]	[MonsterBuff:{15013L2}]	[TeamBuff:{612L3}]	[TeamBuff:{15014L2}]	
10	6	3	Level10_6(挑战)	106	1	1	1			71	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1262,2],[953,5],[954,2],[950,1],[1246,7],[1256,15],[1003,9],[1261,5],[1241,5],[1004,1],[1251,2]	21000				5	0		[3]	[4]	[MonsterBuff:{15013L2}]	[TeamBuff:{612L3}]	[TeamBuff:{15014L2}]	
10	7	3	Level10_7(挑战)	107	1	2	1			72	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1002,25],[953,8],[1006,7],[1201,3],[1009,3],[993,2],[1241,4]	22000				5	0	[202110190800]	[1]	[2]	[TeamBuff:{613L3}]	[MonsterBuff:{15011L3}]	[MonsterBuff:{15013L2}]	
10	8	3	Level10_8(挑战)	108	1	2	1			72	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1002,20],[1006,18],[953,3],[1201,3],[996,1],[1009,3],[1202,1]	22000				5	0		[1]	[2]	[TeamBuff:{613L3}]	[MonsterBuff:{15011L3}]	[MonsterBuff:{15013L2}]	
10	9	3	Level10_9(挑战)	109	1	2	1			73	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1281,21],[1271,13],[1276,4],[1286,4],[1266,4],[1267,1],[1272,1]	22000				5	0		[4]	[3]	[TeamBuff:{613L3}]	[MonsterBuff:{15011L3}]	[MonsterBuff:{15013L2}]	
10	10	3	Level10_10(挑战)	110	1	2	1			73	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1281,32],[1282,3],[1043,11],[1266,1],[1271,7],[1276,2],[1221,3],[1286,2],[1226,2]	22000				5	0		[4]	[3]	[TeamBuff:{15016L3}]	[MonsterBuff:{15006L3}]	[MonsterBuff:{15013L2}]	
10	11	3	Level10_11(挑战)	111	1	2	1			74	1002	180	0	0	1				0	[[15-2-1-1-60]]					0	0	[1281,19],[1043,5],[1226,3],[1276,3],[1266,2],[1271,5],[1286,3],[1277,2],[1221,3]	22000				5	0		[4]	[3]	[TeamBuff:{15016L3}]	[MonsterBuff:{15006L3}]	[MonsterBuff:{15013L2}]	
10	12	3	Level10_12(挑战)	112	3	2	1			74	1002	180	0	0	1				0	[[15-2-1-1-60],[16-1-3-1-1],[16-1-4-1-1]]					0	0	[1044,1]	22000	Npc/icon_boss_002.png	Npc/image_boss_02.png		5	0		[3]	[4]	[ForbiddenRole:{1}]	[MonsterBuff:{15006L3}]	[TeamBuff:{612L3}]	
11	1	1	Level11_1(普通)	113	1	1	1	1	main11-13/masterstroke_11_0101	58	804	300	1	5	1				1	[[15-2-1-1-20],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1043	6	300	[952,36],[1102,2],[1101,5],[1006,3],[1162,14],[1106,4],[1111,1]	15930				5	0	[201912240000]	[3]	[4]				
11	2	1	Level11_2(普通)	114	1	1	1	1	main11-13/masterstroke_11_0201	59	804	300	1	5	1				1	[[15-2-1-1-20],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1044	6	300	[952,30],[1117,2],[1007,3],[1162,18],[1121,2],[1101,2],[953,5],[1116,1],[1005,2]	16110				5	0		[3]	[4]				
11	3	1	Level11_3(普通)	115	1	1	1	2	main11-13/masterstroke_11_0302	59	804	300	1	5	1				1	[[7-7-1-4-1],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1045	6	300	[1156,33],[1043,13],[961,5],[1226,1],[970,2],[1151,28],[950,4],[951,2],[949,2]	16110				5	0		[0]	[1]				
11	4	1	Level11_4(普通)	116	1	1	1	3	main11-13/masterstroke_11_0401;main11-13/masterstroke_11_0402	60	804	300	1	5	1				1	[[15-2-1-1-20],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1046	6	300	[1156,14],[1226,4],[1151,10],[1246,5],[1241,1],[1043,13],[1227,2],[1256,10],[1216,2],[1221,3],[961,1]	16320				5	0		[0]	[1]				
11	5	1	Level11_5(普通)	117	1	1	1	1	main11-13/masterstroke_11_0501	61	804	300	1	5	1				1	[[15-2-1-1-20],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1047	6	300	[1262,1],[1252,1],[953,2],[954,2],[950,1],[1241,4],[1261,8],[1246,10],[1251,5],[1256,23]	16650				5	0		[2]	[0]				
11	6	1	Level11_6(普通)	118	1	1	1	3	main11-13/masterstroke_11_0601;main11-13/masterstroke_11_0602	61	804	300	1	5	1				1	[[9-12-1-1-1],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1048	6	300	[1262,2],[953,5],[954,2],[950,1],[1246,7],[1256,15],[1003,9],[1261,5],[1241,5],[1004,1],[1251,2]	16650				5	0		[2]	[0]				
11	7	1	Level11_7(普通)	119	1	2	1	1	main11-13/masterstroke_11_0701	62	804	300	1	5	1				1	[[15-2-1-1-20],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1049	6	300	[1002,25],[953,8],[1006,7],[1201,3],[1009,3],[993,2],[1241,4]	16860				5	0		[2]	[0]				
11	8	1	Level11_8(普通)	120	1	2	1	1	main11-13/masterstroke_11_0802	62	804	300	1	5	1				1	[[15-2-1-1-20],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1050	6	300	[1002,20],[1006,18],[953,3],[1201,3],[996,1],[1009,3],[1202,1]	16860				5	0		[4]	[3]				
11	9	1	Level11_9(普通)	121	1	2	1	3	main11-13/masterstroke_11_0901;main11-13/masterstroke_11_0902	63	804	300	1	5	1				1	[[7-7-1-4-1],[7-1-4-2-5],[7-3-1-2-5],[15-1-1-1-2000]]	[15-1-1-1-1000-10000]	[9-16-1-1-1-120-0-0],[3-3-2-1-1-100-0-0],[3-2-2-1-1-100-0-0],[3-1-2-1-1-100-0-0],[3-4-2-1-1-100-0-0],[3-3-2-2-1-100-0-0],[3-2-2-2-1-100-0-0],[3-1-2-2-1-100-0-0],[3-4-2-2-1-100-0-0],[3-3-2-3-1-100-0-0],[3-2-2-3-1-100-0-0],[3-1-2-3-1-100-0-0],[3-4-2-3-1-100-0-0],[3-3-2-4-1-100-0-0],[3-2-2-4-1-100-0-0],[3-1-2-4-1-100-0-0],[3-4-2-4-1-100-0-0],[3-3-2-5-1-100-0-0],[3-2-2-5-1-100-0-0],[3-1-2-5-1-100-0-0],[3-4-2-5-1-100-0-0],[3-3-1-1-1-200-0-0],[3-2-1-1-1-200-0-0],[3-1-1-1-1-200-0-0],[3-4-1-1-1-200-0-0],[3-3-1-2-1-200-0-0],[3-2-1-2-1-200-0-0],[3-1-1-2-1-200-0-0],[3-4-1-2-1-200-0-0],[3-3-1-3-1-200-0-0],[3-2-1-3-1-200-0-0],[3-1-1-3-1-200-0-0],[3-4-1-3-1-200-0-0],[3-3-1-4-1-200-0-0],[3-2-1-4-1-200-0-0],[3-1-1-4-1-200-0-0],[3-4-1-4-1-200-0-0],[3-3-1-5-1-200-0-0],[3-2-1-5-1-200-0-0],[3-1-1-5-1-200-0-0],[3-4-1-5-1-200-0-0],[7-1-3-1-1-776-0-0],[7-1-1-1-1-776-0-0],[7-1-2-1-1-776-0-0],[7-1-5-1-1-776-0-0],[7-1-6-1-1-776-0-0]	[9-16-1-1],[6-6-1-1],[7-1-3-1],[7-1-1-1],[7-1-2-1],[7-1-5-1],[7-1-6-1]	1051	6	300	[1281,21],[1271,13],[1276,4],[1286,4],[1266,4],[1267,1],[1272,1]	17070				5	0		[4]	[3]				
